43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,776,"Mountain-100 Black, 42",1,2024.994000
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,777,"Mountain-100 Black, 44",3,6074.982000
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,778,"Mountain-100 Black, 48",1,2024.994000
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,771,"Mountain-100 Silver, 38",1,2039.994000
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,772,"Mountain-100 Silver, 42",1,2039.994000
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,773,"Mountain-100 Silver, 44",2,4079.988000
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,774,"Mountain-100 Silver, 48",1,2039.994000
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,714,"Long-Sleeve Logo Jersey, M",3,86.521200
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,716,"Long-Sleeve Logo Jersey, XL",1,28.840400
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,709,"Mountain Bike Socks, M",6,34.200000
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,712,AWC Logo Cap,2,10.373000
43659,2022-05-30 00:00:00.000,29825,Individual,James Hendergart,Southeast,US,North America,711,"Sport-100 Helmet, Blue",4,80.746000
43660,2022-05-30 00:00:00.000,29672,Individual,Takiko Collins,Southeast,US,North America,762,"Road-650 Red, 44",1,419.458900
43660,2022-05-30 00:00:00.000,29672,Individual,Takiko Collins,Southeast,US,North America,758,"Road-450 Red, 52",1,874.794000
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,745,"HL Mountain Frame - Black, 48",1,809.760000
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,743,"HL Mountain Frame - Black, 42",1,714.704300
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,747,"HL Mountain Frame - Black, 38",2,1429.408600
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,712,AWC Logo Cap,4,20.746000
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,715,"Long-Sleeve Logo Jersey, L",4,115.361600
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,742,"HL Mountain Frame - Silver, 46",2,1445.189800
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,775,"Mountain-100 Black, 38",3,6074.982000
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,778,"Mountain-100 Black, 48",2,4049.988000
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,711,"Sport-100 Helmet, Blue",2,40.373000
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,741,"HL Mountain Frame - Silver, 48",2,1637.400000
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,776,"Mountain-100 Black, 42",4,8099.976000
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,773,"Mountain-100 Silver, 44",2,4079.988000
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,716,"Long-Sleeve Logo Jersey, XL",2,57.680800
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,777,"Mountain-100 Black, 44",2,4049.988000
43661,2022-05-30 00:00:00.000,29734,Individual,Jauna Elson,Canada,CA,North America,708,"Sport-100 Helmet, Black",5,100.932500
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,764,"Road-650 Red, 52",3,1258.376700
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,770,"Road-650 Black, 52",5,2097.294500
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,730,"LL Road Frame - Red, 62",2,367.876400
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,754,"Road-450 Red, 58",4,3499.176000
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,725,"LL Road Frame - Red, 44",3,551.814600
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,762,"Road-650 Red, 44",5,2097.294500
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,765,"Road-650 Black, 58",3,1258.376700
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,768,"Road-650 Black, 44",2,838.917800
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,753,"Road-150 Red, 56",1,2146.962000
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,756,"Road-450 Red, 44",1,874.794000
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,763,"Road-650 Red, 48",3,1258.376700
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,732,"ML Road Frame - Red, 48",1,356.898000
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,758,"Road-450 Red, 52",6,5248.764000
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,729,"LL Road Frame - Red, 60",1,183.938200
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,722,"LL Road Frame - Black, 58",3,535.742400
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,749,"Road-150 Red, 62",1,2146.962000
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,760,"Road-650 Red, 60",3,1258.376700
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,726,"LL Road Frame - Red, 48",1,183.938200
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,733,"ML Road Frame - Red, 52",1,356.898000
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,738,"LL Road Frame - Black, 52",1,178.580800
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,766,"Road-650 Black, 60",3,1258.376700
43662,2022-05-30 00:00:00.000,29994,Individual,Robin McGuigan,Canada,CA,North America,755,"Road-450 Red, 60",1,874.794000
43663,2022-05-30 00:00:00.000,29565,Individual,Jimmy Bischoff,Southwest,US,North America,760,"Road-650 Red, 60",1,419.458900
43664,2022-05-30 00:00:00.000,29898,Individual,Sandeep Katyal,Northwest,US,North America,772,"Mountain-100 Silver, 42",1,2039.994000
43664,2022-05-30 00:00:00.000,29898,Individual,Sandeep Katyal,Northwest,US,North America,775,"Mountain-100 Black, 38",4,8099.976000
43664,2022-05-30 00:00:00.000,29898,Individual,Sandeep Katyal,Northwest,US,North America,714,"Long-Sleeve Logo Jersey, M",1,28.840400
43664,2022-05-30 00:00:00.000,29898,Individual,Sandeep Katyal,Northwest,US,North America,716,"Long-Sleeve Logo Jersey, XL",1,28.840400
43664,2022-05-30 00:00:00.000,29898,Individual,Sandeep Katyal,Northwest,US,North America,777,"Mountain-100 Black, 44",2,4049.988000
43664,2022-05-30 00:00:00.000,29898,Individual,Sandeep Katyal,Northwest,US,North America,771,"Mountain-100 Silver, 38",3,6119.982000
43664,2022-05-30 00:00:00.000,29898,Individual,Sandeep Katyal,Northwest,US,North America,773,"Mountain-100 Silver, 44",1,2039.994000
43664,2022-05-30 00:00:00.000,29898,Individual,Sandeep Katyal,Northwest,US,North America,778,"Mountain-100 Black, 48",1,2024.994000
43665,2022-05-30 00:00:00.000,29580,Individual,Richard Bready,Northwest,US,North America,711,"Sport-100 Helmet, Blue",2,40.373000
43665,2022-05-30 00:00:00.000,29580,Individual,Richard Bready,Northwest,US,North America,773,"Mountain-100 Silver, 44",1,2039.994000
43665,2022-05-30 00:00:00.000,29580,Individual,Richard Bready,Northwest,US,North America,707,"Sport-100 Helmet, Red",1,20.186500
43665,2022-05-30 00:00:00.000,29580,Individual,Richard Bready,Northwest,US,North America,715,"Long-Sleeve Logo Jersey, L",2,57.680800
43665,2022-05-30 00:00:00.000,29580,Individual,Richard Bready,Northwest,US,North America,777,"Mountain-100 Black, 44",2,4049.988000
43665,2022-05-30 00:00:00.000,29580,Individual,Richard Bready,Northwest,US,North America,712,AWC Logo Cap,2,10.373000
43665,2022-05-30 00:00:00.000,29580,Individual,Richard Bready,Northwest,US,North America,775,"Mountain-100 Black, 38",2,4049.988000
43665,2022-05-30 00:00:00.000,29580,Individual,Richard Bready,Northwest,US,North America,778,"Mountain-100 Black, 48",1,2024.994000
